,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__min_samples_split,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
58,0.015293717384338379,0.0031109232359571655,0.0,0.0,7,1,700,"{'clf__max_depth': 7, 'clf__min_samples_split': 1, 'clf__n_estimators': 700}",,,,,,,73,,,,,,
59,0.013984262943267822,0.001448360827124943,0.0,0.0,7,1,1000,"{'clf__max_depth': 7, 'clf__min_samples_split': 1, 'clf__n_estimators': 1000}",,,,,,,73,,,,,,
60,0.6504551768302917,0.054357706165911755,0.01185542345046997,0.00604222359317627,7,3,50,"{'clf__max_depth': 7, 'clf__min_samples_split': 3, 'clf__n_estimators': 50}",0.6844059405940595,0.7234002627134547,0.7318894697535474,0.636233440744719,0.6939822784514451,0.03784510355941246,26,0.8190466124088362,0.7848751835535976,0.8081729978621938,0.8389988793425476,0.8127734182917938,0.01953588455503919
61,1.2648027539253235,0.15645285262463013,0.01901078224182129,0.006324142377670349,7,3,100,"{'clf__max_depth': 7, 'clf__min_samples_split': 3, 'clf__n_estimators': 100}",0.6806930693069307,0.7023831863389004,0.7356235997012696,0.6548514142499104,0.6933878173992527,0.029626799379277736,27,0.8162984885318677,0.7857317670093,0.8082552211807269,0.8389988793425476,0.8123210890161106,0.01904630889205273
62,2.5614909529685974,0.30802545241090756,0.0319485068321228,0.009178460144800152,7,3,200,"{'clf__max_depth': 7, 'clf__min_samples_split': 3, 'clf__n_estimators': 200}",0.682920792079208,0.7025708388065303,0.7274085138162808,0.6523451485857501,0.6913113233219423,0.02747065542828839,30,0.8156643060987211,0.7857317670093,0.8085841144548594,0.8383451624953306,0.8120813375145528,0.01876936734040738
63,6.696838319301605,0.7904999626553673,0.09291160106658936,0.04473228614838034,7,3,500,"{'clf__max_depth': 7, 'clf__min_samples_split': 3, 'clf__n_estimators': 500}",0.6831683168316832,0.6811784574967161,0.7251680358476476,0.664876476906552,0.6885978217706498,0.022274476704910978,36,0.814501638304619,0.7862212432697014,0.8092419010031244,0.8383451624953306,0.8120774862681939,0.01852331755694669
64,9.40659785270691,1.1796978484886407,0.10737848281860352,0.042353971330694504,7,3,700,"{'clf__max_depth': 7, 'clf__min_samples_split': 3, 'clf__n_estimators': 700}",0.6836633663366337,0.6828673297053857,0.7244212098581031,0.6716791979949874,0.6906577759737775,0.020060961523510727,33,0.814501638304619,0.7856093979441997,0.808913007728992,0.8383451624953306,0.8118423016182854,0.018749798026532215
65,13.174310028553009,1.5569604969924715,0.15061312913894653,0.05488554294705602,7,3,1000,"{'clf__max_depth': 7, 'clf__min_samples_split': 3, 'clf__n_estimators': 1000}",0.683910891089109,0.6838055920435354,0.7259148618371919,0.6638023630504833,0.6893584270050799,0.022638434995333846,35,0.8152415178099567,0.7856093979441997,0.8098174642328564,0.8382517743742995,0.812230038590328,0.018712821565317908
66,0.6636258363723755,0.08419463975939127,0.013516664505004883,0.006422660029138443,7,5,50,"{'clf__max_depth': 7, 'clf__min_samples_split': 5, 'clf__n_estimators': 50}",0.6898514851485148,0.7386001125914806,0.7229275578790142,0.6333691371285356,0.6961870731868863,0.040311760689433394,24,0.8173554592537786,0.780714635340186,0.8097352409143233,0.8400261486738887,0.8119578710455441,0.02120166284474094
67,1.4253814220428467,0.22457450900107534,0.019237041473388672,0.006808678321877636,7,5,100,"{'clf__max_depth': 7, 'clf__min_samples_split': 5, 'clf__n_estimators': 100}",0.6811881188118812,0.7048226684180897,0.7318894697535474,0.6466165413533834,0.6911291995842255,0.031341316750729174,32,0.8147130324490012,0.7827949094468918,0.8081729978621938,0.8384385506163616,0.811029872593612,0.01981272428644515
68,2.6945080161094666,0.29343651580620095,0.03531301021575928,0.013806102956000203,7,5,200,"{'clf__max_depth': 7, 'clf__min_samples_split': 5, 'clf__n_estimators': 200}",0.6861386138613862,0.7190842559579659,0.7274085138162808,0.6491228070175439,0.6954385476632943,0.030874078354114855,25,0.8146073353768101,0.7834067547723935,0.8075152113139287,0.8379716100112066,0.8108752278685847,0.01945475055838349
69,6.5707544684410095,0.780322902948718,0.07457327842712402,0.02721489278195267,7,5,500,"{'clf__max_depth': 7, 'clf__min_samples_split': 5, 'clf__n_estimators': 500}",0.6846534653465347,0.6960030024394821,0.7274085138162808,0.6584317937701396,0.6916241938431092,0.024748828250257753,29,0.8153472148821478,0.7838962310327949,0.8074329879953955,0.8378782218901756,0.8111386639501285,0.019291177033254354
70,9.18245244026184,1.1107661551429318,0.11029773950576782,0.04214775233543806,7,5,700,"{'clf__max_depth': 7, 'clf__min_samples_split': 5, 'clf__n_estimators': 700}",0.6851485148514852,0.6871833364608745,0.7289021657953697,0.6638023630504833,0.6912590950395532,0.02358401951361081,31,0.8148187295211923,0.7840186000978953,0.8088307844104589,0.8375046694060515,0.8112931958588995,0.019035741233168535
71,13.276086330413818,1.4656833196043553,0.1457536816596985,0.06288601766049397,7,5,1000,"{'clf__max_depth': 7, 'clf__min_samples_split': 5, 'clf__n_estimators': 1000}",0.6846534653465347,0.6879339463313943,0.7274085138162808,0.6598639455782312,0.6899649677681102,0.024188983978186532,34,0.814501638304619,0.7838962310327949,0.8094885709587238,0.8381583862532686,0.8115112066373515,0.019272342850366254
72,0.012759506702423096,0.0032900813829095594,0.0,0.0,10,1,50,"{'clf__max_depth': 10, 'clf__min_samples_split': 1, 'clf__n_estimators': 50}",,,,,,,73,,,,,,
73,0.01323556900024414,0.003372972020389352,0.0,0.0,10,1,100,"{'clf__max_depth': 10, 'clf__min_samples_split': 1, 'clf__n_estimators': 100}",,,,,,,73,,,,,,
74,0.013712763786315918,0.0012155771489305634,0.0,0.0,10,1,200,"{'clf__max_depth': 10, 'clf__min_samples_split': 1, 'clf__n_estimators': 200}",,,,,,,73,,,,,,
75,0.010389745235443115,0.0023673824848467174,0.0,0.0,10,1,500,"{'clf__max_depth': 10, 'clf__min_samples_split': 1, 'clf__n_estimators': 500}",,,,,,,73,,,,,,
76,0.014220893383026123,0.002707755120228165,0.0,0.0,10,1,700,"{'clf__max_depth': 10, 'clf__min_samples_split': 1, 'clf__n_estimators': 700}",,,,,,,73,,,,,,
77,0.012507021427154541,0.0006703567829269034,0.0,0.0,10,1,1000,"{'clf__max_depth': 10, 'clf__min_samples_split': 1, 'clf__n_estimators': 1000}",,,,,,,73,,,,,,
78,1.00888991355896,0.17859367257155773,0.01727008819580078,0.01046504014179995,10,3,50,"{'clf__max_depth': 10, 'clf__min_samples_split': 3, 'clf__n_estimators': 50}",0.6762376237623763,0.7057609307562395,0.7401045556385362,0.6702470461868958,0.698087539086012,0.02773455635220977,23,0.866187506606067,0.8474057758198728,0.8509291234994244,0.8872805379155771,0.8629507359602353,0.01572085318393422
79,1.7546281218528748,0.16597941335157898,0.025610268115997314,0.011632050244237534,10,3,100,"{'clf__max_depth': 10, 'clf__min_samples_split': 3, 'clf__n_estimators': 100}",0.6873762376237624,0.7234002627134547,0.7401045556385362,0.6680988184747583,0.7047449686126279,0.028473380238048577,16,0.868195750977698,0.8475281448849731,0.8509291234994244,0.8868135973104221,0.8633666541681294,0.015641530169405563
80,3.4437260031700134,0.4815793914677189,0.03973567485809326,0.014511201793338799,10,3,200,"{'clf__max_depth': 10, 'clf__min_samples_split': 3, 'clf__n_estimators': 200}",0.6878712871287128,0.7301557515481328,0.7438386855862584,0.66953097028285,0.7078491736364886,0.030249913413426692,13,0.8660818095338759,0.8491189427312775,0.8514224634106232,0.8859731042211431,0.86314907997423,0.014696047704907221
81,8.64262068271637,1.0491874370634287,0.09539830684661865,0.03563719832485638,10,3,500,"{'clf__max_depth': 10, 'clf__min_samples_split': 3, 'clf__n_estimators': 500}",0.6903465346534653,0.7273409645336836,0.7408513816280806,0.6766917293233082,0.7088076525346345,0.026184583369830865,10,0.8667159919670225,0.8488742046010769,0.851915803321822,0.884572282405678,0.8630195705738998,0.014155987638739813
82,11.896614253520966,1.4482427818745274,0.15835142135620117,0.08554385595800067,10,3,700,"{'clf__max_depth': 10, 'clf__min_samples_split': 3, 'clf__n_estimators': 700}",0.6878712871287128,0.7254644398573841,0.7445855115758029,0.6770497672753312,0.7087427514593078,0.027406119688128328,11,0.866187506606067,0.8488742046010769,0.8520802499588883,0.884572282405678,0.8629285608929275,0.014091506209260987
83,16.920020699501038,2.1399630157539082,0.1887403130531311,0.06952891534846226,10,3,1000,"{'clf__max_depth': 10, 'clf__min_samples_split': 3, 'clf__n_estimators': 1000}",0.69009900990099,0.7249014824544943,0.7438386855862584,0.6766917293233082,0.7088827268162627,0.02677502533365523,9,0.8668216890392136,0.8480176211453745,0.8523269199144877,0.884572282405678,0.8629346281261885,0.014303302905539992
